車款名稱,成本底價,備註
TOYOTA PREVIA 銀 (2007),133040,"里程: 133,040km, 評價: , 來源: PDF"
TOYOTA PREVIA 淺灰 (2008),204713,"里程: 204,713km, 評價: B+, 來源: PDF"
TOYOTA PREVIA 白 (2010),265000,"里程: 236,425km, 評價: B+, 來源: PDF"
TOYOTA PREVIA 銀 (2010),344000,"里程: 344,000km, 評價: , 來源: PDF"
TOYOTA PREVIA 銀 (2012),181000,"里程: 152,512km, 評價: , 來源: PDF"
TOYOTA PREVIA 白 (2013),265365,"里程: 265,365km, 評價: B, 來源: PDF"
TOYOTA PREVIA 棕 (2013),331000,"里程: 209,665km, 評價: , 來源: PDF"
TOYOTA PREVIA 銀 (2014),299568,"里程: 299,568km, 評價: B, 來源: PDF"
TOYOTA PREVIA 灰 (2014),198947,"里程: 198,947km, 評價: A, 來源: PDF"
TOYOTA PREVIA 黑 (2014),506000,"里程: 146,500km, 評價: B, 來源: PDF"
TOYOTA PREVIA 灰 (2015),486000,"里程: 181,411km, 評價: A, 來源: PDF"
TOYOTA PREVIA 黑 (2016),590000,"里程: 109,191km, 評價: , 來源: PDF"
TOYOTA PREVIA 灰 (2016),651000,"里程: 62,018km, 評價: B+, 來源: PDF"
TOYOTA PREVIA 銀 (2017),549000,"里程: 174,307km, 評價: A, 來源: PDF"
TOYOTA PREVIA 白 (2017),700000,"里程: 128,342km, 評價: B+, 來源: PDF"
TOYOTA PREVIA 白 (2018),410000,"里程: 240,121km, 評價: B+, 來源: PDF"
TOYOTA PREVIA 白 (2018),440000,"里程: 240,122km, 評價: B+, 來源: PDF"
TOYOTA PREVIA 灰 (2019),853000,"里程: 56,475km, 評價: , 來源: PDF"
TOYOTA PRIUS 灰 (2010),184192,"里程: 184,192km, 評價: A, 來源: PDF"
TOYOTA PRIUS 銀 (2012),342013,"里程: 342,013km, 評價: C+, 來源: PDF"
TOYOTA PRIUS 白 (2014),205000,"里程: 100,254km, 評價: A, 來源: PDF"
TOYOTA PRIUS 銀 (2017),317000,"里程: 135,173km, 評價: A, 來源: PDF"
TOYOTA PRIUS 白 (2024),1113000,"里程: 18,440km, 評價: A+, 來源: PDF"
PRIUS ALPHA 黃 (2017),129000,"里程: 0km, 評價: , 來源: PDF"
PRIUS ALPHA 白 (2021),801000,"里程: 25,350km, 評價: A+, 來源: PDF"
PRIUS C 白 (2017),177000,"里程: 90,056km, 評價: C, 來源: PDF"
PRIUS C 銀 (2019),155076,"里程: 155,076km, 評價: C, 來源: PDF"
PRIUS C 銀 (2019),124035,"里程: 124,035km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2019),163000,"里程: 159,664km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),192113,"里程: 192,113km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),204000,"里程: 160,585km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),189114,"里程: 189,114km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),191752,"里程: 191,752km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),169000,"里程: 147,814km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),188182,"里程: 188,182km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),163000,"里程: 142,737km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),173000,"里程: 150,535km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),186321,"里程: 186,321km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),185998,"里程: 185,998km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),180809,"里程: 180,809km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),157350,"里程: 157,350km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),185050,"里程: 185,050km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),188201,"里程: 188,201km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),179812,"里程: 179,812km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),156924,"里程: 156,924km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),159110,"里程: 159,110km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),185962,"里程: 185,962km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),190389,"里程: 190,389km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),179708,"里程: 179,708km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),184763,"里程: 184,763km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),189042,"里程: 189,042km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),186431,"里程: 186,431km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),188695,"里程: 188,695km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),187591,"里程: 187,591km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),190190,"里程: 190,190km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),181654,"里程: 181,654km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),163214,"里程: 163,214km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),193000,"里程: 158,861km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),176000,"里程: 168,184km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),179560,"里程: 179,560km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),136822,"里程: 136,822km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),261000,"里程: 114,849km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),240000,"里程: 134,397km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),180061,"里程: 180,061km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),176877,"里程: 176,877km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),189102,"里程: 189,102km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),183691,"里程: 183,691km, 評價: C, 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
PRIUS C 白 (2020),260000,"里程: 109,681km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),184088,"里程: 184,088km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),157351,"里程: 157,351km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),184239,"里程: 184,239km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),184475,"里程: 184,475km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),182944,"里程: 182,944km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),187567,"里程: 187,567km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),183524,"里程: 183,524km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),168000,"里程: 98,494km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),170000,"里程: 107,465km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),183676,"里程: 183,676km, 評價: C, 來源: PDF"
PRIUS C 銀 (2020),181000,"里程: 108,970km, 評價: C, 來源: PDF"
PRIUS C 白 (2020),171404,"里程: 171,404km, 評價: C, 來源: PDF"
PRIUS C 淺藍 (2020),183949,"里程: 183,949km, 評價: C, 來源: PDF"
PRIUS C 白 (2021),128000,"里程: 0km, 評價: C, 來源: PDF"
PRIUS C 白 (2021),202000,"里程: 168,147km, 評價: C, 來源: PDF"
PRIUS C 藍 (2021),187000,"里程: 167,439km, 評價: C, 來源: PDF"
PRIUS C 白 (2021),157775,"里程: 157,775km, 評價: C, 來源: PDF"
PRIUS C 銀 (2021),156099,"里程: 156,099km, 評價: C, 來源: PDF"
PRIUS C 白 (2021),341000,"里程: 80,806km, 評價: C, 來源: PDF"
PRIUS C 白 (2021),21000,"里程: 0km, 評價: C, 來源: PDF"
PRIUS C 銀 (2021),44000,"里程: 0km, 評價: C, 來源: PDF"
PRIUS C 白 (2021),85000,"里程: 0km, 評價: C, 來源: PDF"
PRIUS C 銀 (2021),232000,"里程: 102,569km, 評價: C, 來源: PDF"
PRIUS C 白 (2021),54000,"里程: 0km, 評價: C, 來源: PDF"
PRIUS C 銀 (2021),22000,"里程: 0km, 評價: C, 來源: PDF"
PRIUS PHV 藍 (2020),489000,"里程: 47,299km, 評價: A+, 來源: PDF"
PRIUS PHV 藍 (2022),480000,"里程: 33,453km, 評價: , 來源: PDF"
TOYOTA RAV4 銀 (2009),196325,"里程: 196,325km, 評價: B, 來源: PDF"
TOYOTA RAV4 黑 (2009),261125,"里程: 261,125km, 評價: A, 來源: PDF"
TOYOTA RAV4 黑 (2009),159988,"里程: 159,988km, 評價: A, 來源: PDF"
TOYOTA RAV4 黑 (2009),121425,"里程: 121,425km, 評價: A+, 來源: PDF"
TOYOTA RAV4 黑 (2011),235229,"里程: 235,229km, 評價: A+, 來源: PDF"
TOYOTA RAV4 銀 (2011),158903,"里程: 158,903km, 評價: , 來源: PDF"
TOYOTA RAV4 黑 (2011),168663,"里程: 168,663km, 評價: A+, 來源: PDF"
TOYOTA RAV4 銀 (2011),217038,"里程: 217,038km, 評價: A, 來源: PDF"
TOYOTA RAV4 黑 (2011),175469,"里程: 175,469km, 評價: A, 來源: PDF"
TOYOTA RAV4 白 (2011),232219,"里程: 232,219km, 評價: , 來源: PDF"
TOYOTA RAV4 黑 (2011),276683,"里程: 276,683km, 評價: B, 來源: PDF"
TOYOTA RAV4 黑 (2012),222602,"里程: 222,602km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2012),324972,"里程: 324,972km, 評價: A+, 來源: PDF"
TOYOTA RAV4 黑 (2013),162633,"里程: 162,633km, 評價: , 來源: PDF"
TOYOTA RAV4 灰 (2013),295489,"里程: 295,489km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2013),179558,"里程: 179,558km, 評價: , 來源: PDF"
TOYOTA RAV4 黑 (2013),323295,"里程: 323,295km, 評價: B, 來源: PDF"
TOYOTA RAV4 灰 (2013),211046,"里程: 211,046km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2013),172000,"里程: 126,196km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2013),224000,"里程: 160,693km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2013),235275,"里程: 235,275km, 評價: A, 來源: PDF"
TOYOTA RAV4 黑 (2013),234000,"里程: 148,994km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2013),175000,"里程: 166,186km, 評價: A+, 來源: PDF"
TOYOTA RAV4 灰 (2013),171911,"里程: 171,911km, 評價: B+, 來源: PDF"
TOYOTA RAV4 灰 (2013),306844,"里程: 306,844km, 評價: A, 來源: PDF"
TOYOTA RAV4 銀 (2014),218000,"里程: 158,103km, 評價: A, 來源: PDF"
TOYOTA RAV4 黑 (2014),216000,"里程: 177,930km, 評價: A+, 來源: PDF"
TOYOTA RAV4 灰 (2014),296751,"里程: 296,751km, 評價: A, 來源: PDF"
TOYOTA RAV4 灰 (2014),200000,"里程: 152,074km, 評價: A+, 來源: PDF"
TOYOTA RAV4 銀 (2014),280327,"里程: 280,327km, 評價: , 來源: PDF"
TOYOTA RAV4 黑 (2014),234000,"里程: 103,035km, 評價: , 來源: PDF"
TOYOTA RAV4 白 (2014),275959,"里程: 275,959km, 評價: , 來源: PDF"
TOYOTA RAV4 銀 (2014),274318,"里程: 274,318km, 評價: B, 來源: PDF"
TOYOTA RAV4 黑 (2014),241000,"里程: 151,670km, 評價: A+, 來源: PDF"
TOYOTA RAV4 灰 (2014),226000,"里程: 167,609km, 評價: A+, 來源: PDF"
TOYOTA RAV4 灰 (2014),273270,"里程: 273,270km, 評價: A+, 來源: PDF"
TOYOTA RAV4 銀 (2014),206155,"里程: 206,155km, 評價: C+, 來源: PDF"
TOYOTA RAV4 灰 (2014),240553,"里程: 240,553km, 評價: B+, 來源: PDF"
TOYOTA RAV4 白 (2014),272619,"里程: 272,619km, 評價: B, 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
TOYOTA RAV4 白 (2014),191000,"里程: 147,186km, 評價: , 來源: PDF"
TOYOTA RAV4 黑 (2014),200141,"里程: 200,141km, 評價: B, 來源: PDF"
TOYOTA RAV4 銀 (2014),186000,"里程: 136,163km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2015),540068,"里程: 540,068km, 評價: , 來源: PDF"
TOYOTA RAV4 白 (2015),209000,"里程: 147,342km, 評價: A+, 來源: PDF"
TOYOTA RAV4 銀 (2015),160000,"里程: 138,727km, 評價: B+, 來源: PDF"
TOYOTA RAV4 深紅 (2015),163000,"里程: 151,248km, 評價: B+, 來源: PDF"
TOYOTA RAV4 灰 (2015),254866,"里程: 254,866km, 評價: , 來源: PDF"
TOYOTA RAV4 黑 (2015),401174,"里程: 401,174km, 評價: , 來源: PDF"
TOYOTA RAV4 銀 (2015),243000,"里程: 126,339km, 評價: B, 來源: PDF"
TOYOTA RAV4 灰 (2015),249000,"里程: 79,826km, 評價: A, 來源: PDF"
TOYOTA RAV4 黑 (2015),281000,"里程: 91,142km, 評價: A+, 來源: PDF"
TOYOTA RAV4 黑 (2015),193000,"里程: 153,888km, 評價: A, 來源: PDF"
TOYOTA RAV4 白 (2015),304925,"里程: 304,925km, 評價: A+, 來源: PDF"
TOYOTA RAV4 灰 (2015),255742,"里程: 255,742km, 評價: A+, 來源: PDF"
TOYOTA RAV4 銀 (2015),244396,"里程: 244,396km, 評價: B, 來源: PDF"
TOYOTA RAV4 白 (2015),225000,"里程: 222,769km, 評價: B+, 來源: PDF"
TOYOTA RAV4 灰 (2016),213000,"里程: 162,306km, 評價: A, 來源: PDF"
TOYOTA RAV4 灰 (2016),263268,"里程: 263,268km, 評價: , 來源: PDF"
TOYOTA RAV4 白 (2016),321000,"里程: 145,221km, 評價: B+, 來源: PDF"
TOYOTA RAV4 白 (2016),352000,"里程: 59,560km, 評價: A, 來源: PDF"
TOYOTA RAV4 銀 (2016),312000,"里程: 126,876km, 評價: A, 來源: PDF"
TOYOTA RAV4 灰 (2016),395294,"里程: 395,294km, 評價: B+, 來源: PDF"
TOYOTA RAV4 白 (2016),366000,"里程: 79,663km, 評價: A+, 來源: PDF"
TOYOTA RAV4 銀 (2016),291000,"里程: 103,761km, 評價: A, 來源: PDF"
TOYOTA RAV4 灰 (2016),326000,"里程: 99,779km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2016),298000,"里程: 182,178km, 評價: A+, 來源: PDF"
TOYOTA RAV4 黑 (2016),269000,"里程: 143,289km, 評價: B, 來源: PDF"
TOYOTA RAV4 白 (2016),294000,"里程: 141,041km, 評價: A+, 來源: PDF"
TOYOTA RAV4 灰 (2016),283000,"里程: 187,421km, 評價: A+, 來源: PDF"
TOYOTA RAV4 灰 (2017),330000,"里程: 152,575km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2017),247000,"里程: 218,056km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2017),309000,"里程: 152,417km, 評價: B+, 來源: PDF"
TOYOTA RAV4 白 (2017),230000,"里程: 142,460km, 評價: B, 來源: PDF"
TOYOTA RAV4 銀 (2017),312000,"里程: 166,222km, 評價: A+, 來源: PDF"
TOYOTA RAV4 銀 (2017),353000,"里程: 145,801km, 評價: A, 來源: PDF"
TOYOTA RAV4 灰 (2017),374074,"里程: 374,074km, 評價: , 來源: PDF"
TOYOTA RAV4 黑 (2017),253000,"里程: 162,489km, 評價: , 來源: PDF"
TOYOTA RAV4 白 (2017),346000,"里程: 132,492km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2017),402000,"里程: 44,452km, 評價: A+, 來源: PDF"
TOYOTA RAV4 銀 (2017),234000,"里程: 183,740km, 評價: B+, 來源: PDF"
TOYOTA RAV4 黃 (2018),283165,"里程: 283,165km, 評價: B, 來源: PDF"
TOYOTA RAV4 白 (2018),383000,"里程: 129,822km, 評價: , 來源: PDF"
TOYOTA RAV4 白 (2018),244798,"里程: 244,798km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2018),356000,"里程: 141,710km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2018),316000,"里程: 177,988km, 評價: A, 來源: PDF"
TOYOTA RAV4 灰 (2019),364000,"里程: 222,330km, 評價: , 來源: PDF"
TOYOTA RAV4 黑 (2019),491000,"里程: 56,945km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2019),541000,"里程: 117,577km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2019),504000,"里程: 130,877km, 評價: A+, 來源: PDF"
TOYOTA RAV4 黑 (2019),451000,"里程: 31,344km, 評價: B, 來源: PDF"
TOYOTA RAV4 黑 (2020),500000,"里程: 101,495km, 評價: , 來源: PDF"
TOYOTA RAV4 黑 (2020),365000,"里程: 194,617km, 評價: B, 來源: PDF"
TOYOTA RAV4 灰 (2020),463000,"里程: 129,795km, 評價: B, 來源: PDF"
TOYOTA RAV4 白 (2020),504000,"里程: 138,743km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2020),514000,"里程: 87,465km, 評價: A, 來源: PDF"
TOYOTA RAV4 灰 (2020),572000,"里程: 96,320km, 評價: A, 來源: PDF"
TOYOTA RAV4 灰 (2020),519000,"里程: 98,154km, 評價: , 來源: PDF"
TOYOTA RAV4 灰 (2020),535000,"里程: 105,838km, 評價: , 來源: PDF"
TOYOTA RAV4 白 (2021),629000,"里程: 72,993km, 評價: A+, 來源: PDF"
TOYOTA RAV4 灰 (2021),572000,"里程: 65,903km, 評價: B, 來源: PDF"
TOYOTA RAV4 黑 (2021),464000,"里程: 92,246km, 評價: , 來源: PDF"
TOYOTA RAV4 黑 (2021),480000,"里程: 67,520km, 評價: A, 來源: PDF"
TOYOTA RAV4 白 (2021),481000,"里程: 82,622km, 評價: A+, 來源: PDF"
TOYOTA RAV4 黑 (2021),560000,"里程: 75,240km, 評價: , 來源: PDF"
TOYOTA RAV4 深藍 (2022),645000,"里程: 74,511km, 評價: A+, 來源: PDF"
TOYOTA RAV4 白 (2022),582000,"里程: 15,378km, 評價: A+, 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
TOYOTA RAV4 黑 (2022),605000,"里程: 82,379km, 評價: A+, 來源: PDF"
TOYOTA RAV4 灰 (2022),588000,"里程: 53,458km, 評價: A+, 來源: PDF"
TOYOTA RAV4 銀 (2023),743000,"里程: 8,825km, 評價: A, 來源: PDF"
TOYOTA RAV4 黑 (2024),813000,"里程: 18,826km, 評價: A+, 來源: PDF"
TOYOTA RAV4 灰 (2025),817000,"里程: 460km, 評價: A+, 來源: PDF"
RAV4 HYBRID 白 (2017),310000,"里程: 136,528km, 評價: A, 來源: PDF"
RAV4 HYBRID 灰 (2018),245000,"里程: 195,652km, 評價: , 來源: PDF"
RAV4 HYBRID 灰 (2018),321553,"里程: 321,553km, 評價: B, 來源: PDF"
RAV4 HYBRID 深藍 (2019),523000,"里程: 159,369km, 評價: A+, 來源: PDF"
RAV4 HYBRID 白 (2019),542000,"里程: 105,778km, 評價: , 來源: PDF"
RAV4 HYBRID 深藍 (2019),425000,"里程: 144,825km, 評價: N, 來源: PDF"
RAV4 HYBRID 銀 (2020),535000,"里程: 122,192km, 評價: A+, 來源: PDF"
RAV4 HYBRID 黑 (2020),324000,"里程: 85,342km, 評價: , 來源: PDF"
RAV4 HYBRID 銀 (2020),519000,"里程: 193,228km, 評價: A+, 來源: PDF"
RAV4 HYBRID 白 (2021),610000,"里程: 90,875km, 評價: B, 來源: PDF"
RAV4 HYBRID 銀 (2021),499000,"里程: 121,129km, 評價: A, 來源: PDF"
RAV4 HYBRID 銀 (2021),625000,"里程: 116,389km, 評價: A+, 來源: PDF"
RAV4 HYBRID 銀 (2021),654000,"里程: 96,366km, 評價: A+, 來源: PDF"
RAV4 HYBRID 白 (2022),701000,"里程: 36,146km, 評價: A+, 來源: PDF"
RAV4 HYBRID 粉紅 (2022),772000,"里程: 47,986km, 評價: B, 來源: PDF"
RAV4 HYBRID 黑 (2022),713000,"里程: 49,042km, 評價: B+, 來源: PDF"
RAV4 HYBRID 白 (2022),681000,"里程: 86,400km, 評價: A+, 來源: PDF"
RAV4 HYBRID 灰 (2023),732000,"里程: 51,283km, 評價: A, 來源: PDF"
RAV4 HYBRID 白 (2023),723000,"里程: 23,152km, 評價: A+, 來源: PDF"
RAV4 HYBRID 黃 (2024),794000,"里程: 24,395km, 評價: A+, 來源: PDF"
TOYOTA SIENNA 黑 (2013),172000,"里程: Unknown, 評價: B, 來源: PDF"
TOYOTA SIENNA 灰 (2014),326000,"里程: Unknown, 評價: , 來源: PDF"
TOYOTA SIENNA 黑 (2020),870000,"里程: 72,619km, 評價: A+, 來源: PDF"
SIENNA HYBRID 黑 (2022),1623000,"里程: 21,224km, 評價: A+, 來源: PDF"
SIENNA HYBRID 黑 (2022),1762000,"里程: 56,058km, 評價: A, 來源: PDF"
TOYOTA SIENTA 銀 (2016),244462,"里程: 244,462km, 評價: B, 來源: PDF"
TOYOTA SIENTA 灰 (2016),190000,"里程: 140,102km, 評價: , 來源: PDF"
TOYOTA SIENTA 銀 (2017),230000,"里程: 45,542km, 評價: B, 來源: PDF"
TOYOTA SIENTA 銀 (2017),255000,"里程: 93,973km, 評價: , 來源: PDF"
TOYOTA SIENTA 灰 (2017),331331,"里程: 331,331km, 評價: B+, 來源: PDF"
TOYOTA SIENTA 白 (2017),176487,"里程: 176,487km, 評價: , 來源: PDF"
TOYOTA SIENTA 白 (2017),242261,"里程: 242,261km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 白 (2017),224000,"里程: 63,913km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 白 (2017),190000,"里程: 95,619km, 評價: A, 來源: PDF"
TOYOTA SIENTA 白 (2018),301908,"里程: 301,908km, 評價: B, 來源: PDF"
TOYOTA SIENTA 銀 (2018),220159,"里程: 220,159km, 評價: B, 來源: PDF"
TOYOTA SIENTA 灰 (2018),137516,"里程: 137,516km, 評價: A, 來源: PDF"
TOYOTA SIENTA 黃 (2018),354213,"里程: 354,213km, 評價: , 來源: PDF"
TOYOTA SIENTA 灰 (2018),152978,"里程: 152,978km, 評價: C+, 來源: PDF"
TOYOTA SIENTA 灰 (2019),300000,"里程: 61,019km, 評價: A, 來源: PDF"
TOYOTA SIENTA 灰 (2019),360326,"里程: 360,326km, 評價: , 來源: PDF"
TOYOTA SIENTA 白 (2019),262000,"里程: 113,798km, 評價: , 來源: PDF"
TOYOTA SIENTA 銀 (2019),254000,"里程: 75,378km, 評價: , 來源: PDF"
TOYOTA SIENTA 白 (2019),235000,"里程: 143,091km, 評價: , 來源: PDF"
TOYOTA SIENTA 白 (2019),110000,"里程: 67,533km, 評價: C+, 來源: PDF"
TOYOTA SIENTA 白 (2019),250000,"里程: 114,810km, 評價: B, 來源: PDF"
TOYOTA SIENTA 銀 (2019),192000,"里程: 151,595km, 評價: B+, 來源: PDF"
TOYOTA SIENTA 白 (2020),278000,"里程: 119,299km, 評價: A, 來源: PDF"
TOYOTA SIENTA 銀 (2020),210000,"里程: 126,878km, 評價: A, 來源: PDF"
TOYOTA SIENTA 白 (2020),220000,"里程: 126,106km, 評價: , 來源: PDF"
TOYOTA SIENTA 灰 (2020),262000,"里程: 92,812km, 評價: A, 來源: PDF"
TOYOTA SIENTA 黃 (2020),358398,"里程: 358,398km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 白 (2021),323000,"里程: 49,069km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 銀 (2021),360000,"里程: 70,973km, 評價: A, 來源: PDF"
TOYOTA SIENTA 白 (2021),258000,"里程: 114,208km, 評價: A+, 來源: PDF"
白 綠 藍 (2021),222000,"里程: 102,029km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 灰 (2022),355000,"里程: 66,729km, 評價: A, 來源: PDF"
TOYOTA SIENTA 白 (2022),311000,"里程: 30,775km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 白 (2022),461000,"里程: 38,400km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 銀 (2022),357000,"里程: 38,370km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 白 (2022),390000,"里程: 49,766km, 評價: A, 來源: PDF"
TOYOTA SIENTA 白 (2022),349000,"里程: 66,083km, 評價: , 來源: PDF"
 (2025),202512,"里程: Unknown, 評價: , 來源: PDF"
TOYOTA SIENTA 白 (2022),342000,"里程: 74,612km, 評價: A, 來源: PDF"
TOYOTA SIENTA 白 (2022),461000,"里程: 14,121km, 評價: A, 來源: PDF"
TOYOTA SIENTA 銀 (2022),320000,"里程: 64,978km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 白 (2022),272000,"里程: 43,793km, 評價: , 來源: PDF"
TOYOTA SIENTA 灰 (2022),355000,"里程: 16,541km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 銀 (2022),352000,"里程: 57,291km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 白 (2022),311000,"里程: 58,559km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 銀 (2022),320000,"里程: 79,703km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 銀 (2022),351000,"里程: 63,328km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 白 (2022),370000,"里程: 36,599km, 評價: A, 來源: PDF"
TOYOTA SIENTA 白 (2023),430000,"里程: 11,259km, 評價: A, 來源: PDF"
TOYOTA SIENTA 白 (2023),452000,"里程: 36,444km, 評價: A+, 來源: PDF"
TOYOTA SIENTA 白 (2024),393000,"里程: 31,325km, 評價: A+, 來源: PDF"
TOYOTA SUPRA 深黃 (2022),1533000,"里程: 6,115km, 評價: A, 來源: PDF"
TOYOTA TERCEL 深綠 (2001),57253,"里程: 57,253km, 評價: B, 來源: PDF"
TOWN ACE 白 (2022),217000,"里程: 91,010km, 評價: B+, 來源: PDF"
TOWN ACE 藍 (2022),276000,"里程: 112,414km, 評價: , 來源: PDF"
TOWN ACE 白 (2022),343000,"里程: 36,458km, 評價: A, 來源: PDF"
TOWN ACE 白 (2023),353000,"里程: 30,448km, 評價: A+, 來源: PDF"
TOWN ACE 白 (2023),371000,"里程: 0km, 評價: A+, 來源: PDF"
TOWN ACE 銀 (2023),286000,"里程: 54,892km, 評價: B, 來源: PDF"
TOWN ACE 白 (2023),285000,"里程: 67,453km, 評價: , 來源: PDF"
TOWN ACE 白 (2023),245000,"里程: 75,871km, 評價: B, 來源: PDF"
TOWN ACE 藍 (2023),288000,"里程: 17,954km, 評價: A+, 來源: PDF"
